date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:24:42	9043/9043	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/tutorial/create_news_items.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/tutorial/create_news_items.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:42	4609/4609	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/tutorial/conclusion.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/tutorial/conclusion.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:42	6728/6728	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/urls.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/urls.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:42	16498/16498	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/controllers.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/controllers.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:43	5029/5029	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/reserved_names.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/reserved_names.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:43	10726/10726	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/views.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/views.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:43	11030/11030	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/models.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/models.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:43	9545/9545	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/helpers.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/helpers.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:43	4447/4447	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/libraries.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/libraries.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:44	11486/11486	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/creating_libraries.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/creating_libraries.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:44	5057/5057	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/drivers.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/drivers.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:44	4094/4094	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/creating_drivers.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/creating_drivers.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:44	7485/7485	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/core_classes.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/core_classes.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:45	11690/11690	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/hooks.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/hooks.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:45	4534/4534	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/autoloader.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/autoloader.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:45	6022/6022	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/common_functions.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/common_functions.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:45	7824/7824	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/routing.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/routing.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:45	6522/6522	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/errors.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/errors.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:46	5818/5818	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/caching.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/caching.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:46	7568/7568	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/profiling.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/profiling.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:46	6156/6156	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/cli.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/cli.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:46	5886/5886	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/managing_apps.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/managing_apps.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:47	5010/5010	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/environments.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/environments.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:47	6148/6148	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/alternative_php.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/alternative_php.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:47	6443/6443	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/security.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/security.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:47	25187/25187	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/general/styleguide.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/general/styleguide.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:48	3913/3913	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/doc_style/index.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/doc_style/index.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:48	7981/7981	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/libraries/benchmark.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/libraries/benchmark.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:48	12620/12620	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/libraries/calendar.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/libraries/calendar.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:48	17173/17173	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/libraries/cart.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/libraries/cart.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:48	9885/9885	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/libraries/config.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/libraries/config.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:49	13612/13612	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Sep%202013%2006:57:04%20GMT	http://www.codeigniter.org.tw/user_guide/libraries/email.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/libraries/email.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:49	10926/10926	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/libraries/encryption.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/libraries/encryption.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:49	15337/15337	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/libraries/file_uploading.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/libraries/file_uploading.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:50	66777/66777	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/libraries/form_validation.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/libraries/form_validation.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:50	11191/11191	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/libraries/ftp.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/libraries/ftp.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:50	13597/13597	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/libraries/table.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/libraries/table.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:50	25512/25512	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/libraries/image_lib.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/libraries/image_lib.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:50	11424/11424	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/libraries/input.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/libraries/input.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:51	13854/13854	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/libraries/javascript.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/libraries/javascript.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:51	14379/14379	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/libraries/loader.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/libraries/loader.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:51	6695/6695	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/libraries/language.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/libraries/language.html	(from http://www.codeigniter.org.tw/user_guide/)
23:24:51	6950/6950	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202013%2004:20:52%20GMT	http://www.codeigniter.org.tw/user_guide/libraries/migration.html	D:/xampp/htdocs/php-file-converter/user_guide_zh_tw/CodeIgniter%202.1.4/www.codeigniter.org.tw/user_guide/libraries/migration.html	(from http://www.codeigniter.org.tw/user_guide/)
